,hamiltonian,hamiltonian_desired,h_dot,h_dot_desired,x1,x2,psi,x1_dot,x2_dot,x1_desired,x2_desired,p1,p2,p1_dot,p2_dot,p1_desired,p2_desired,control_constraint,x0,y0,xf,yf,cost,time,elapsed_time
83,-1.6106075,-1.5988765,-0.347155,-0.31373563,-5.61001,8.177289,-1.6203307,-0.4731076,-9.985184,-0.49514112,-9.987734,0.017744362,0.35377264,-0.63593274,0.019490097,-0.636843,0.0144189745,0.0020585954,-4.2610054,11.437855,8.628517,-1.378726,1.9315654,0.36133283,631.3265
84,-1.6121159,-1.6002492,-0.34535187,-0.3168971,-5.6119027,8.13381,-1.6125463,-0.39600313,-9.990102,-0.4173787,-9.991285,0.014978632,0.35384822,-0.63466644,0.015237508,-0.63563657,0.010719788,0.0019670874,-4.2610054,11.437855,8.628517,-1.378726,1.9295347,0.36568624,631.3265
85,-1.6136141,-1.6016356,-0.3435548,-0.32005912,-5.613458,8.090309,-1.6047794,-0.319101,-9.994431,-0.33976495,-9.994226,0.012218341,0.35390532,-0.63339555,0.0109960465,-0.63442636,0.007035157,0.0018682405,-4.2610054,11.437855,8.628517,-1.378726,1.927547,0.3700396,631.3265
86,-1.615106,-1.6030358,-0.34176508,-0.32322082,-5.614681,8.046789,-1.5970296,-0.24239899,-9.998171,-0.2623023,-9.996559,0.009463772,0.35394394,-0.63211966,0.006766463,-0.6332102,0.0033648193,0.0017648414,-4.2610054,11.437855,8.628517,-1.378726,1.925598,0.37439305,631.3265
87,-1.6165907,-1.6044499,-0.33999196,-0.32638294,-5.6155696,8.003258,-1.5892972,-0.16590375,-10.001321,-0.18499792,-9.998289,0.006714672,0.35396427,-0.6308386,0.0025489281,-0.63198847,-0.0002910314,0.001652576,-4.2610054,11.437855,8.628517,-1.378726,1.9236884,0.37874648,631.3265
88,-1.6180661,-1.6058776,-0.3382421,-0.3295457,-5.616125,7.959711,-1.5815812,-0.08960847,-10.003879,-0.107847,-9.999418,0.003971152,0.35396618,-0.62955236,-0.0016559786,-0.63076144,-0.003933165,0.0015350208,-4.2610054,11.437855,8.628517,-1.378726,1.921818,0.38309985,631.3265
89,-1.6195347,-1.6073192,-0.3365183,-0.3327092,-5.616349,7.916157,-1.573882,-0.013513623,-10.005847,-0.030856522,-9.999952,0.0012333244,0.35394984,-0.62826085,-0.005847674,-0.6295282,-0.007561381,0.0014115246,-4.2610054,11.437855,8.628517,-1.378726,1.9199848,0.38745326,631.3265
90,-1.6209967,-1.6087744,-0.3348312,-0.3358734,-5.6162434,7.8725944,-1.5661986,0.0623773,-10.007223,0.04597723,-9.999894,-0.0014990494,0.35391533,-0.6269637,-0.01002607,-0.6282883,-0.0111761335,0.0012817122,-4.2610054,11.437855,8.628517,-1.378726,1.9181881,0.39180666,631.3265
91,-1.6224506,-1.6102437,-0.33318225,-0.3390387,-5.615807,7.829026,-1.5585307,0.13807166,-10.008006,0.12265331,-9.999248,-0.004225552,0.35386258,-0.62566125,-0.01419008,-0.6270419,-0.01477764,0.0011500716,-4.2610054,11.437855,8.628517,-1.378726,1.9164274,0.3961601,631.3265
92,-1.6238978,-1.6117264,-0.3315791,-0.34220514,-5.6150417,7.785456,-1.5508784,0.21356641,-10.008196,0.19916606,-9.998016,-0.006946422,0.35379177,-0.62435305,-0.018339673,-0.6257884,-0.018365975,0.0010128617,-4.2610054,11.437855,8.628517,-1.378726,1.9147015,0.4005135,631.3265
93,-1.6253374,-1.6132231,-0.330027,-0.34537312,-5.6139474,7.7418866,-1.5432411,0.28886506,-10.007791,0.275517,-9.996203,-0.0096616745,0.3537029,-0.62303895,-0.02247426,-0.6245281,-0.021941347,0.00087108463,-4.2610054,11.437855,8.628517,-1.378726,1.9130108,0.40486687,631.3265
94,-1.626771,-1.6147335,-0.32853106,-0.34854257,-5.6125264,7.698323,-1.5356189,0.3639638,-10.006792,0.3517017,-9.9938135,-0.012371235,0.3535961,-0.621719,-0.026593419,-0.62325984,-0.025503673,0.00072453916,-4.2610054,11.437855,8.628517,-1.378726,1.9113533,0.4092203,631.3265
95,-1.6281985,-1.6162577,-0.32709587,-0.35171357,-5.6107793,7.6547613,-1.5280105,0.43887076,-10.0051985,0.42772785,-9.990849,-0.015074886,0.3534714,-0.62039304,-0.030696413,-0.6219839,-0.029053599,0.0005786568,-4.2610054,11.437855,8.628517,-1.378726,1.9097286,0.41357374,631.3265
96,-1.6296189,-1.6177957,-0.325727,-0.3548865,-5.6087055,7.6112094,-1.5204166,0.5135841,-10.003009,0.503584,-9.987312,-0.017772831,0.35332885,-0.61906075,-0.034782946,-0.62070006,-0.032590896,0.00042794645,-4.2610054,11.437855,8.628517,-1.378726,1.9081366,0.41792712,631.3265
97,-1.6310344,-1.6193477,-0.32442746,-0.3580613,-5.6063075,7.5676675,-1.5128362,0.5881065,-10.000224,0.5792766,-9.983208,-0.020464882,0.3531686,-0.6177221,-0.03885248,-0.619408,-0.03611586,0.0002771467,-4.2610054,11.437855,8.628517,-1.378726,1.9065759,0.42228052,631.3265
98,-1.6324441,-1.6209134,-0.32320383,-0.3612381,-5.6035857,7.5241413,-1.5052695,0.6624356,-9.996839,0.6547992,-9.9785385,-0.023151234,0.3529906,-0.61637706,-0.042904742,-0.61810714,-0.039628338,0.00012247264,-4.2610054,11.437855,8.628517,-1.378726,1.9050457,0.42663392,631.3265
99,-1.6338485,-1.6224928,-0.32206154,-0.36441737,-5.6005397,7.480629,-1.4977158,0.736577,-9.992859,0.7301546,-9.973308,-0.025831573,0.35279506,-0.6150253,-0.04693879,-0.61679775,-0.043128848,-3.129244e-05,-4.2610054,11.437855,8.628517,-1.378726,1.9035465,0.43098736,631.3265
100,-1.635248,-1.6240863,-0.3210031,-0.36759877,-5.597172,7.437134,-1.4901747,0.8105328,-9.98828,0.8053436,-9.967519,-0.02850613,0.35258192,-0.6136667,-0.050954618,-0.615479,-0.04661737,-0.00018575788,-4.2610054,11.437855,8.628517,-1.378726,1.9020762,0.43534076,631.3265
101,-1.6366439,-1.6256934,-0.3200317,-0.37078235,-5.5934834,7.393663,-1.4826463,0.8842996,-9.983104,0.8803587,-9.961173,-0.031174555,0.35235143,-0.6123013,-0.054951187,-0.61415094,-0.05009363,-0.00033950806,-4.2610054,11.437855,8.628517,-1.378726,1.9006345,0.43969414,631.3265
102,-1.6380348,-1.6273146,-0.3191547,-0.3739689,-5.5894732,7.3502135,-1.47513,0.9578839,-9.977331,0.955205,-9.954275,-0.03383726,0.35210353,-0.6109284,-0.058928672,-0.61281365,-0.053558197,-0.0004943013,-4.2610054,11.437855,8.628517,-1.378726,1.8992219,0.44404757,631.3265
103,-1.6394224,-1.6289496,-0.31837508,-0.37715793,-5.5851436,7.3067913,-1.4676259,1.0312828,-9.97096,1.0298754,-9.946827,-0.036493883,0.35183835,-0.60954845,-0.06288608,-0.6114665,-0.057010833,-0.00064867735,-4.2610054,11.437855,8.628517,-1.378726,1.8978367,0.448401,631.3265
104,-1.6408073,-1.6305984,-0.3176943,-0.38034973,-5.5804944,7.2634006,-1.4601336,1.1044971,-9.963988,1.1043705,-9.938831,-0.039144456,0.351556,-0.60816103,-0.06682313,-0.6101093,-0.060451478,-0.0008020997,-4.2610054,11.437855,8.628517,-1.378726,1.8964788,0.45275438,631.3265
105,-1.6421895,-1.6322612,-0.31711897,-0.38354436,-5.5755277,7.22004,-1.4526523,1.1775328,-9.956422,1.1786934,-9.930291,-0.041789062,0.35125655,-0.6067661,-0.070739314,-0.60874194,-0.06388049,-0.0009537637,-4.2610054,11.437855,8.628517,-1.378726,1.8951471,0.45710778,631.3265
106,-1.643569,-1.6339377,-0.31665185,-0.38674232,-5.5702424,7.1767125,-1.4451822,1.2503891,-9.948259,1.2528405,-9.921209,-0.044427477,0.35094017,-0.6053631,-0.07463397,-0.6073644,-0.06729791,-0.0011022687,-4.2610054,11.437855,8.628517,-1.378726,1.8938425,0.4614612,631.3265
107,-1.6449456,-1.6356283,-0.31629652,-0.38994357,-5.5646396,7.133422,-1.4377234,1.3230665,-9.939495,1.3268052,-9.911589,-0.047059715,0.3506068,-0.60395235,-0.078506656,-0.6059766,-0.07070369,-0.0012496114,-4.2610054,11.437855,8.628517,-1.378726,1.8925636,0.46581462,631.3265
108,-1.6463223,-1.6373328,-0.31605595,-0.39314774,-5.5587225,7.090172,-1.430275,1.3955642,-9.930139,1.4005935,-9.901431,-0.049685873,0.35025662,-0.6025333,-0.082357086,-0.60457754,-0.07409768,-0.0013940632,-4.2610054,11.437855,8.628517,-1.378726,1.8913093,0.47016802,631.3265
109,-1.6476983,-1.6390514,-0.3159349,-0.3963551,-5.5524898,7.0469627,-1.4228369,1.4678859,-9.920184,1.4742017,-9.890739,-0.05230593,0.34988976,-0.601106,-0.0861847,-0.60316753,-0.07748009,-0.0015363097,-4.2610054,11.437855,8.628517,-1.378726,1.8900796,0.4745214,631.3265
110,-1.6490738,-1.6407839,-0.31593457,-0.39956617,-5.545943,7.0038,-1.4154094,1.5400287,-9.9096365,1.5476233,-9.879518,-0.054919668,0.34950626,-0.59966993,-0.089988865,-0.6017467,-0.08085076,-0.0016757846,-4.2610054,11.437855,8.628517,-1.378726,1.8888745,0.47887483,631.3265
111,-1.6504487,-1.6425303,-0.3160579,-0.40278098,-5.539081,6.9606833,-1.4079915,1.6119998,-9.898494,1.6208655,-9.867765,-0.05752711,0.34910625,-0.5982252,-0.09376909,-0.6003145,-0.0842099,-0.0018097162,-4.2610054,11.437855,8.628517,-1.378726,1.8876935,0.48322824,631.3265
112,-1.651825,-1.6442908,-0.3163122,-0.40599945,-5.5319066,6.9176154,-1.4005837,1.6837921,-9.88676,1.6939186,-9.855488,-0.06012831,0.34868985,-0.59677154,-0.09752505,-0.59887093,-0.087557465,-0.0019416213,-4.2610054,11.437855,8.628517,-1.378726,1.8865359,0.48758164,631.3265
113,-1.6532036,-1.6460654,-0.31669492,-0.4092216,-5.5244207,6.874601,-1.3931856,1.7554103,-9.8744335,1.7667837,-9.842687,-0.06272307,0.34825718,-0.5953089,-0.10125599,-0.59741557,-0.09089323,-0.0020684004,-4.2610054,11.437855,8.628517,-1.378726,1.8854009,0.49193504,631.3265
114,-1.6545839,-1.647854,-0.31721175,-0.4124475,-5.516624,6.8316417,-1.385797,1.8268521,-9.861518,1.8394585,-9.829364,-0.06531154,0.3478083,-0.5938368,-0.10496175,-0.59594834,-0.09421723,-0.0021919608,-4.2610054,11.437855,8.628517,-1.378726,1.8842885,0.49628845,631.3265
115,-1.6559654,-1.6496565,-0.3178647,-0.41567788,-5.5085154,6.7887397,-1.3784176,1.8981205,-9.848016,1.9119427,-9.815522,-0.067893535,0.34734333,-0.59235513,-0.10864158,-0.59446967,-0.09752963,-0.002309978,-4.2610054,11.437855,8.628517,-1.378726,1.8831991,0.5006419,631.3265
116,-1.6573503,-1.6514733,-0.318656,-0.41891223,-5.500097,6.745897,-1.3710476,1.9692142,-9.833925,1.9842304,-9.801165,-0.07046902,0.34686238,-0.5908638,-0.11229502,-0.5929786,-0.10083026,-0.002423644,-4.2610054,11.437855,8.628517,-1.378726,1.8821316,0.5049953,631.3265
117,-1.65874,-1.653304,-0.31958842,-0.42215082,-5.4913697,6.703118,-1.3636867,2.0401306,-9.819254,2.0563219,-9.786293,-0.07303804,0.34636563,-0.58936244,-0.115921736,-0.59147537,-0.104118906,-0.0025324821,-4.2610054,11.437855,8.628517,-1.378726,1.8810854,0.5093487,631.3265
118,-1.6601335,-1.6551489,-0.32066447,-0.4253936,-5.4823346,6.6604047,-1.3563349,2.110869,-9.803999,2.128212,-9.770911,-0.075600445,0.34585312,-0.5878509,-0.11952102,-0.5899597,-0.107395574,-0.0026364923,-4.2610054,11.437855,8.628517,-1.378726,1.8800603,0.5137021,631.3265
119,-1.6615324,-1.6570078,-0.32188615,-0.4286412,-5.472991,6.6177583,-1.3489919,2.1814337,-9.788165,2.1999023,-9.755021,-0.07815632,0.34532502,-0.58632904,-0.12309249,-0.58843166,-0.110660374,-0.0027352571,-4.2610054,11.437855,8.628517,-1.378726,1.8790567,0.5180555,631.3265
120,-1.6629361,-1.6588811,-0.32325402,-0.4318934,-5.463341,6.5751824,-1.3416576,2.251822,-9.771754,2.271388,-9.738625,-0.080705546,0.3447814,-0.5847966,-0.12663573,-0.5868913,-0.11391309,-0.0028286576,-4.2610054,11.437855,8.628517,-1.378726,1.878074,0.5224089,631.3265
121,-1.6643467,-1.6607682,-0.32477343,-0.43515012,-5.453385,6.5326767,-1.334332,2.3220317,-9.754768,2.342668,-9.721724,-0.08324811,0.34422246,-0.58325326,-0.13015021,-0.5853377,-0.11715377,-0.0029160976,-4.2610054,11.437855,8.628517,-1.378726,1.8771112,0.5267623,631.3265
122,-1.6657641,-1.6626695,-0.3264435,-0.43841183,-5.4431233,6.490249,-1.3270153,2.392059,-9.737215,2.4137359,-9.704323,-0.08578373,0.34364828,-0.58169895,-0.13363518,-0.5837716,-0.12038201,-0.0029967427,-4.2610054,11.437855,8.628517,-1.378726,1.876169,0.5311157,631.3265
123,-1.6671897,-1.6645854,-0.32826564,-0.44167835,-5.432558,6.4478984,-1.3197073,2.4619079,-9.719091,2.4845903,-9.686424,-0.08831267,0.343059,-0.5801335,-0.13709055,-0.58219236,-0.12359792,-0.0030729175,-4.2610054,11.437855,8.628517,-1.378726,1.8752464,0.5354691,631.3265
124,-1.6686223,-1.6665152,-0.33024433,-0.4449501,-5.4216886,6.4056277,-1.3124077,2.5315733,-9.700407,2.55523,-9.66803,-0.090834826,0.3424547,-0.57855624,-0.14051569,-0.5806,-0.12680131,-0.0031433105,-4.2610054,11.437855,8.628517,-1.378726,1.8743436,0.5398225,631.3265
125,-1.6700653,-1.6684593,-0.3323787,-0.4482266,-5.4105167,6.363439,-1.3051171,2.6010547,-9.681161,2.625647,-9.649144,-0.093350135,0.34183556,-0.5769674,-0.14391029,-0.57899415,-0.12999205,-0.0032093525,-4.2610054,11.437855,8.628517,-1.378726,1.8734597,0.5441759,631.3265
126,-1.6715173,-1.6704178,-0.3346696,-0.45150888,-5.399042,6.3213363,-1.297835,2.67035,-9.661357,2.6958432,-9.629768,-0.09585836,0.34120178,-0.57536656,-0.14727344,-0.57737535,-0.13317005,-0.0032672882,-4.2610054,11.437855,8.628517,-1.378726,1.8725959,0.5485293,631.3265
127,-1.6729791,-1.6723906,-0.33712006,-0.45479637,-5.387267,6.2793217,-1.2905619,2.7394564,-9.6410055,2.7658093,-9.609906,-0.098359734,0.34055334,-0.5737535,-0.15060508,-0.5757428,-0.136335,-0.0033222437,-4.2610054,11.437855,8.628517,-1.378726,1.8717506,0.5528828,631.3265
128,-1.6744525,-1.6743777,-0.33973023,-0.45808935,-5.3751907,6.237395,-1.2832972,2.8083727,-9.620099,2.835549,-9.58956,-0.10085396,0.33989048,-0.57212806,-0.15390447,-0.5740967,-0.139487,-0.0033689141,-4.2610054,11.437855,8.628517,-1.378726,1.870924,0.55723614,631.3265
129,-1.6759378,-1.6763791,-0.34250176,-0.46138796,-5.3628154,6.195561,-1.2760414,2.877095,-9.598655,2.9050539,-9.568733,-0.10334107,0.33921337,-0.5704899,-0.15717125,-0.5724369,-0.14262566,-0.0034101605,-4.2610054,11.437855,8.628517,-1.378726,1.8701161,0.56158954,631.3265
130,-1.6774347,-1.6783949,-0.3454322,-0.46469253,-5.3501406,6.1538224,-1.2687943,2.9456236,-9.576668,2.9743223,-9.547429,-0.10582112,0.33852208,-0.5688389,-0.1604051,-0.57076347,-0.14575087,-0.0034457445,-4.2610054,11.437855,8.628517,-1.378726,1.8693271,0.56594294,631.3265
131,-1.6789455,-1.680425,-0.34852654,-0.46800253,-5.337169,6.1121793,-1.2615563,3.0139532,-9.554146,3.0433486,-9.525651,-0.10829391,0.33781677,-0.5671747,-0.16360533,-0.5690755,-0.14886233,-0.0034759045,-4.2610054,11.437855,8.628517,-1.378726,1.8685551,0.5702964,631.3265
132,-1.68047,-1.6824697,-0.35178325,-0.4713188,-5.3238997,6.070637,-1.2543273,3.0820801,-9.531097,3.112129,-9.503402,-0.11075935,0.33709764,-0.565497,-0.16677143,-0.5673738,-0.1519599,-0.0034993887,-4.2610054,11.437855,8.628517,-1.378726,1.8678019,0.5746498,631.3265
133,-1.682008,-1.6845288,-0.35520306,-0.4746414,-5.3103333,6.0291953,-1.2471075,3.1500037,-9.507525,3.1806598,-9.480685,-0.11321751,0.3363648,-0.563806,-0.16990316,-0.56565833,-0.15504357,-0.003517747,-4.2610054,11.437855,8.628517,-1.378726,1.8670673,0.57900316,631.3265
134,-1.6835625,-1.6866024,-0.3587854,-0.47796977,-5.2964725,5.987856,-1.2398969,3.2177198,-9.483434,3.248938,-9.457504,-0.1156683,0.33561838,-0.5621009,-0.17300004,-0.56392777,-0.15811278,-0.0035301447,-4.2610054,11.437855,8.628517,-1.378726,1.866349,0.5833566,631.3265
135,-1.6851327,-1.6886904,-0.3625322,-0.4813046,-5.2823176,5.9466248,-1.2326962,3.285221,-9.458831,3.3169541,-9.433866,-0.11811162,0.33485857,-0.56038165,-0.17606153,-0.56218296,-0.16116726,-0.0035386086,-4.2610054,11.437855,8.628517,-1.378726,1.8656487,0.58771,631.3265
136,-1.6867198,-1.6907933,-0.36644024,-0.48464578,-5.2678695,5.9055014,-1.2255049,3.3525085,-9.433719,3.3847096,-9.409769,-0.120547436,0.33408552,-0.55864817,-0.17908724,-0.5604235,-0.16420688,-0.0035409927,-4.2610054,11.437855,8.628517,-1.378726,1.8649658,0.5920634,631.3265
137,-1.6883235,-1.6929104,-0.370511,-0.48799354,-5.2531285,5.8644886,-1.2183232,3.4195793,-9.40811,3.4521995,-9.385218,-0.12297566,0.33329934,-0.5568999,-0.18207665,-0.55864936,-0.16723135,-0.0035375357,-4.2610054,11.437855,8.628517,-1.378726,1.8643,0.59641683,631.3265
138,-1.6899455,-1.6950423,-0.37474442,-0.4913477,-5.2380967,5.823589,-1.2111521,3.4864223,-9.382004,3.519413,-9.360221,-0.1253962,0.33250022,-0.5551369,-0.18502937,-0.55686027,-0.17024022,-0.0035306215,-4.2610054,11.437855,8.628517,-1.378726,1.863651,0.6007702,631.3265
139,-1.6915863,-1.6971885,-0.37913993,-0.49470899,-5.222773,5.782802,-1.2039907,3.5530415,-9.355412,3.586354,-9.334777,-0.12780914,0.33168834,-0.5533587,-0.18794508,-0.5550562,-0.17323355,-0.0035179853,-4.2610054,11.437855,8.628517,-1.378726,1.8630195,0.60512364,631.3265
140,-1.693247,-1.6993495,-0.38369486,-0.49807665,-5.207161,5.7421327,-1.1968397,3.6194282,-9.328335,3.653015,-9.308892,-0.13021417,0.3308639,-0.55156535,-0.19082312,-0.5532367,-0.17621058,-0.0034987926,-4.2610054,11.437855,8.628517,-1.378726,1.862404,0.60947704,631.3265
141,-1.6949273,-1.7015252,-0.38840923,-0.50145143,-5.19126,5.701582,-1.1896996,3.6855795,-9.300785,3.719387,-9.282573,-0.13261142,0.33002698,-0.54975617,-0.19366328,-0.5514021,-0.1791712,-0.0034770966,-4.2610054,11.437855,8.628517,-1.378726,1.8618053,0.61383045,631.3265
142,-1.696629,-1.7037156,-0.3932845,-0.50483304,-5.1750717,5.6611524,-1.1825703,3.7514882,-9.272768,3.7854705,-9.25582,-0.13500082,0.32917774,-0.5479312,-0.19646512,-0.5495516,-0.18211487,-0.0034508705,-4.2610054,11.437855,8.628517,-1.378726,1.8612227,0.6181839,631.3265
143,-1.698352,-1.7059206,-0.3983149,-0.50822216,-5.1585965,5.620847,-1.1754524,3.8171506,-9.244289,3.8512566,-9.2286415,-0.13738222,0.32831645,-0.54609025,-0.19922812,-0.5476859,-0.18504135,-0.003420353,-4.2610054,11.437855,8.628517,-1.378726,1.8606571,0.6225373,631.3265
144,-1.7000971,-1.7081406,-0.403499,-0.51161784,-5.1418366,5.5806646,-1.1683453,3.8825672,-9.215358,3.916747,-9.201038,-0.13975544,0.32744318,-0.5442329,-0.20195186,-0.54580396,-0.18795013,-0.0033830404,-4.2610054,11.437855,8.628517,-1.378726,1.8601065,0.62689066,631.3265
145,-1.7018651,-1.7103752,-0.40883943,-0.5150212,-5.124792,5.54061,-1.1612507,3.9477248,-9.185981,3.981926,-9.173018,-0.14212063,0.32655817,-0.54235893,-0.20463607,-0.54390615,-0.1908409,-0.003344655,-4.2610054,11.437855,8.628517,-1.378726,1.8595725,0.63124406,631.3265
146,-1.7036572,-1.7126247,-0.41433108,-0.51843184,-5.1074653,5.500685,-1.1541678,4.0126214,-9.156165,4.0467973,-9.144585,-0.14447767,0.3256615,-0.5404682,-0.20728037,-0.5419922,-0.19371298,-0.0033022165,-4.2610054,11.437855,8.628517,-1.378726,1.8590541,0.63559747,631.3265
147,-1.7054727,-1.714889,-0.41997108,-0.52184993,-5.0898547,5.460889,-1.1470969,4.0772567,-9.125918,4.1113563,-9.115742,-0.14682642,0.32475343,-0.53856033,-0.20988429,-0.5400617,-0.19656624,-0.003254652,-4.2610054,11.437855,8.628517,-1.378726,1.8585513,0.63995093,631.3265
148,-1.7073141,-1.7171683,-0.42576092,-0.5252753,-5.071965,5.4212275,-1.1400396,4.141614,-9.095251,4.1755857,-9.0865,-0.14916678,0.32383415,-0.5366352,-0.21244738,-0.5381145,-0.19939975,-0.0032066107,-4.2610054,11.437855,8.628517,-1.378726,1.8580636,0.64430434,631.3265
149,-1.7091799,-1.7194625,-0.43169418,-0.5287088,-5.053796,5.381702,-1.1329949,4.2056956,-9.06417,4.239493,-9.05686,-0.1514988,0.32290375,-0.53469265,-0.21496946,-0.5361512,-0.20221335,-0.0031551123,-4.2610054,11.437855,8.628517,-1.378726,1.8575921,0.6486577,631.3265
150,-1.7110734,-1.7217717,-0.4377671,-0.5321493,-5.035348,5.3423095,-1.1259631,4.2695,-9.03268,4.3030734,-9.026824,-0.15382221,0.32196254,-0.53273207,-0.21745005,-0.5341701,-0.20500633,-0.0030975342,-4.2610054,11.437855,8.628517,-1.378726,1.8571343,0.65301114,631.3265
151,-1.7129924,-1.7240957,-0.44398454,-0.53559804,-5.016622,5.3030543,-1.1189455,4.3330154,-9.000793,4.366314,-8.996405,-0.1561372,0.32101053,-0.53075373,-0.21988887,-0.5321723,-0.20777854,-0.0030407906,-4.2610054,11.437855,8.628517,-1.378726,1.8566926,0.65736455,631.3265
152,-1.7149386,-1.726435,-0.45033336,-0.53905445,-4.997621,5.2639403,-1.1119417,4.396237,-8.968515,4.4292154,-8.965604,-0.15844338,0.32004803,-0.528757,-0.22228535,-0.53015685,-0.21052878,-0.002978921,-4.2610054,11.437855,8.628517,-1.378726,1.8562651,0.66171795,631.3265
153,-1.7169133,-1.7287892,-0.45681712,-0.5425187,-4.9783454,5.2249684,-1.1049526,4.459157,-8.93586,4.4917684,-8.934429,-0.16074087,0.31907523,-0.52674186,-0.22463945,-0.52812403,-0.21325673,-0.0029158592,-4.2610054,11.437855,8.628517,-1.378726,1.8558522,0.66607136,631.3265
154,-1.7189159,-1.7311585,-0.4634285,-0.54599094,-4.958796,5.186137,-1.097978,4.5217776,-8.902828,4.5539722,-8.902884,-0.1630296,0.3180922,-0.52470803,-0.2269507,-0.5260734,-0.21596202,-0.0028505325,-4.2610054,11.437855,8.628517,-1.378726,1.855454,0.6704247,631.3265
155,-1.7209477,-1.733543,-0.4701663,-0.5494715,-4.938975,5.147454,-1.091019,4.5840826,-8.869435,4.6158166,-8.870977,-0.16530943,0.3170992,-0.5226552,-0.22921878,-0.52400494,-0.21864356,-0.0027843714,-4.2610054,11.437855,8.628517,-1.378726,1.8550701,0.67477816,631.3265
156,-1.7230101,-1.7359427,-0.4770244,-0.5529596,-4.9188843,5.1089144,-1.0840753,4.646074,-8.835687,4.677302,-8.838713,-0.16758028,0.31609648,-0.52058333,-0.23144348,-0.52191776,-0.22130081,-0.0027151108,-4.2610054,11.437855,8.628517,-1.378726,1.8546996,0.67913157,631.3265
157,-1.7251022,-1.7383575,-0.48400143,-0.55645627,-4.8985233,5.0705237,-1.0771478,4.7077403,-8.801593,4.7384195,-8.806099,-0.16984195,0.31508422,-0.51849204,-0.23362418,-0.5198124,-0.22393322,-0.0026439428,-4.2610054,11.437855,8.628517,-1.378726,1.8543432,0.683485,631.3265
158,-1.7272247,-1.7407876,-0.49109054,-0.55996084,-4.877896,5.0322814,-1.0702369,4.76908,-8.767164,4.799164,-8.773143,-0.17209457,0.31406248,-0.5163812,-0.23576096,-0.5176881,-0.2265399,-0.0025730133,-4.2610054,11.437855,8.628517,-1.378726,1.8540002,0.68783844,631.3265
159,-1.7293776,-1.743233,-0.49828956,-0.56347436,-4.857,4.9941897,-1.0633427,4.830085,-8.732406,4.8595333,-8.739847,-0.17433804,0.3130315,-0.51425046,-0.23785345,-0.5155454,-0.22912046,-0.002501011,-4.2610054,11.437855,8.628517,-1.378726,1.8536714,0.69219184,631.3265
160,-1.7315633,-1.7456937,-0.5055898,-0.5669954,-4.835841,4.9562497,-1.0564657,4.8907523,-8.697329,4.9195213,-8.706223,-0.1765721,0.31199154,-0.5121,-0.2399012,-0.5133829,-0.23167357,-0.0024268627,-4.2610054,11.437855,8.628517,-1.378726,1.8533547,0.6965452,631.3265
161,-1.7337801,-1.7481698,-0.51299095,-0.57052547,-4.8144183,4.9184647,-1.0496067,4.951069,-8.661945,4.9791217,-8.672275,-0.17879674,0.3109428,-0.5099291,-0.24190415,-0.5112015,-0.23419882,-0.0023525953,-4.2610054,11.437855,8.628517,-1.378726,1.8530519,0.7008986,631.3265
162,-1.7360297,-1.7506613,-0.5204842,-0.5740638,-4.7927337,4.880832,-1.0427657,5.0110373,-8.62626,5.038331,-8.63801,-0.18101183,0.30988544,-0.50773805,-0.24386182,-0.50900024,-0.23669535,-0.0022764206,-4.2610054,11.437855,8.628517,-1.378726,1.8527614,0.705252,631.3265
163,-1.7383114,-1.7531681,-0.52806824,-0.5776112,-4.7707877,4.8433566,-1.0359433,5.0706463,-8.590284,5.097146,-8.6034355,-0.18321747,0.3088196,-0.50552624,-0.24577424,-0.5067793,-0.23916239,-0.0022011995,-4.2610054,11.437855,8.628517,-1.378726,1.8524841,0.70960546,631.3265
164,-1.740627,-1.7556906,-0.53573376,-0.5811668,-4.7485847,4.8060393,-1.0291402,5.1298885,-8.5540285,5.1555576,-8.568561,-0.18541333,0.30774558,-0.50329375,-0.24764104,-0.5045382,-0.24159868,-0.0021255016,-4.2610054,11.437855,8.628517,-1.378726,1.8522186,0.71395886,631.3265
165,-1.7429763,-1.7582283,-0.5434783,-0.58473134,-4.7261233,4.7688794,-1.0223565,5.1887627,-8.517504,5.213565,-8.53339,-0.18759952,0.3066635,-0.5010402,-0.24946201,-0.50227666,-0.24400377,-0.0020498037,-4.2610054,11.437855,8.628517,-1.378726,1.8519653,0.7183122,631.3265
166,-1.74536,-1.7607814,-0.55129296,-0.5883042,-4.703408,4.7318788,-1.0155929,5.24726,-8.480714,5.271161,-8.497932,-0.18977585,0.30557364,-0.49876568,-0.251237,-0.49999437,-0.24637637,-0.0019743443,-4.2610054,11.437855,8.628517,-1.378726,1.8517233,0.72266567,631.3265
167,-1.7477771,-1.7633504,-0.5591742,-0.5918861,-4.6804376,4.6950393,-1.0088495,5.305378,-8.443675,5.3283463,-8.462194,-0.1919422,0.30447608,-0.4964699,-0.25296566,-0.49769133,-0.24871577,-0.0018981695,-4.2610054,11.437855,8.628517,-1.378726,1.8514932,0.7270191,631.3265
168,-1.7502282,-1.765935,-0.5671156,-0.5954773,-4.6572156,4.658362,-1.0021274,5.3631063,-8.406396,5.385109,-8.426186,-0.19409847,0.30337113,-0.49415258,-0.254648,-0.49536735,-0.251021,-0.0018229485,-4.2610054,11.437855,8.628517,-1.378726,1.8512747,0.7313725,631.3265
